begintime,sk_object,duration,M51325C0,M51325C1,M51325C2,M51325C3
2022-03-15 06:58:00,307.0,2,0.0,0.0,0.0,0.0
2022-03-17 02:53:00,314.0,7,12238.0,419832.0,31368.0,33270532.0
2022-03-17 02:54:00,308.0,6,527.0,34679.0,4448.0,981223.0
2022-03-17 02:54:00,309.0,6,0.0,0.0,55.0,2028.0
2022-03-17 02:54:00,310.0,6,0.0,0.0,55.0,2040.0
2022-03-17 02:54:00,312.0,6,695.0,39215.0,9182.0,1476320.0
2022-03-17 02:54:00,313.0,6,19992.0,682999.0,42477.0,54742402.0
2022-03-17 02:55:00,311.0,5,33999.0,1200027.0,63665.0,80999419.0
2022-03-18 18:00:00,309.0,15,176.0,7304.0,276.0,378479.0
2022-03-18 18:15:00,309.0,15,6.0,1254.0,6.0,2352.0
2022-03-18 18:30:00,309.0,15,6.0,1254.0,6.0,2352.0
2022-03-18 18:45:00,309.0,15,6.0,1254.0,6.0,2352.0
2022-03-19 06:56:00,86695.0,4,603.0,29197.0,1022.0,1257883.0
2022-03-19 13:46:00,307.0,14,23714.0,795400.0,55499.0,67634043.0
2022-03-19 16:58:00,307.0,2,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,307.0,13,1269.0,82673.0,1871.0,2013134.0
2022-03-12 05:55:00,310.0,5,122.0,12714.0,139.0,47665.0
2022-03-12 06:50:00,307.0,10,805.0,38209.0,1415.0,1771792.0
